,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,key_press,responses,correct,choices,correct_choice,trial_duration,response_ends_trial,number_of_apertures,number_of_dots,number_of_sets,coherent_direction,coherence,opposite_coherence,dot_radius,dot_life,move_distance,aperture_width,aperture_height,dot_color,background_color,RDK_type,aperture_type,reinsert_type,frame_rate,frame_rate_array,number_of_frames,aperture_center_x,aperture_center_y,fixation_cross,fixation_cross_width,fixation_cross_height,fixation_cross_color,fixation_cross_thickness,border,colour_config,rotation_config,border_color,canvas_width,canvas_height,stair_coh1,stair_coh2
1953,RDK,1953,1547496,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-1.62,2058.2799999974673,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0,0.07740319523236903",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.347922077828825,"[15.140000003157184,13.32999998703599,13.24999998905696,13.270000024931505,13.435000000754371,13.254999998025596,13.349999993806705,13.325000007171184,13.314999989233911,13.394999987212941,13.345000013941899,13.375000009546056,16.364999988581985,10.229999985313043,16.350000019883737,10.45999999041669,13.21000000461936,13.464999996358529,13.245000009192154,13.264999986859038,13.464999996358529,13.240000000223517,13.360000011743978,13.269999995827675,13.364999991608784,13.535000005504116,13.115000008838251,13.48999998299405,13.395000016316772,13.245000009192154,13.334999996004626,13.414999993983656,13.24999998905696,13.300000020535663,13.429999991785735,13.314999989233911,13.269999995827675,13.37000000057742,13.319999998202547,13.225000002421439,13.485000003129244,13.284999993629754,13.25000001816079,13.40999998501502,13.390000007348135,13.364999991608784,13.310000009369105,13.310000009369105,13.275000004796311,17.93499998166226,8.915000013075769,16.310000006342307,13.284999993629754,10.35500000580214,13.264999986859038,13.394999987212941,13.375000009546056,13.245000009192154,13.444999989587814,13.145000004442409,13.464999996358529,13.464999996358529,13.225000002421439,13.245000009192154,13.294999982463196,13.510000018868595,13.214999984484166,13.399999996181577,13.270000024931505,13.439999980619177,13.300000020535663,13.28999997349456,13.390000007348135,13.340000004973263,13.245000009192154,13.439999980619177,13.254999998025596,13.320000027306378,13.424999982817098,13.265000015962869,13.37000000057742,13.444999989587814,13.16999999107793,13.460000016493723,13.37000000057742,13.229999982286245,13.29000000259839,13.380000018514693,13.234999991254881,13.394999987212941,13.33000001613982,13.399999996181577,13.37000000057742,13.504999980796129,13.095000002067536,13.310000009369105,13.414999993983656,13.325000007171184,13.405000005150214,13.394999987212941,13.350000022910535,13.1299999775365,13.49000001209788,13.225000002421439,13.384999998379499,13.399999996181577,13.269999995827675,13.395000016316772,13.37000000057742,13.204999995650724,13.314999989233911,13.384999998379499,13.29000000259839,13.399999996181577,13.299999991431832,13.310000009369105,13.399999996181577,16.300000017508864,10.33999997889623,13.350000022910535,13.414999993983656,13.229999982286245,13.400000025285408,13.424999982817098,13.219999993452802,13.365000020712614,13.339999975869432,13.470000005327165,13.21000000461936,13.37000000057742,13.33000001613982,13.324999978067353,13.305000000400469,13.285000022733584,13.364999991608784,13.390000007348135,13.269999995827675,13.344999984838068,13.380000018514693,13.344999984838068,13.360000011743978,13.424999982817098,13.235000020358711,13.244999980088323,13.420000002952293,13.37000000057742,13.275000004796311,13.349999993806705,13.414999993983656,13.37000000057742,13.240000000223517,16.315000015310943,10.284999996656552,13.349999993806705]",154.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1954,html-keyboard-response,1954,1548048,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,html-keyboard-response,1955,1548557,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-3.62,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,html-keyboard-response,1956,1548817,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-0.63,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,RDK,1957,1549745,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-1.63,927.1299999963957,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0,0.07740319523236903",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.284275362241097,"[9.809999988647178,13.264999986859038,13.365000020712614,16.30499999737367,13.244999980088323,13.345000013941899,10.739999997895211,13.000000006286427,13.225000002421439,13.424999982817098,13.395000016316772,13.195000006817281,13.500000000931323,13.189999997848645,13.435000000754371,13.299999991431832,13.254999998025596,13.305000000400469,13.464999996358529,13.269999995827675,13.37000000057742,13.310000009369105,13.279999984661117,13.37000000057742,13.360000011743978,13.269999995827675,13.345000013941899,13.479999994160607,13.299999991431832,13.310000009369105,13.379999989410862,13.275000004796311,13.325000007171184,13.334999996004626,13.284999993629754,13.349999993806705,13.435000000754371,13.215000013587996,13.374999980442226,13.420000002952293,13.230000011390075,13.405000005150214,13.359999982640147,13.25000001816079,13.340000004973263,13.364999991608784,13.32999998703599,13.480000023264438,13.240000000223517,13.344999984838068,13.280000013764948,13.40999998501502,13.265000015962869,13.494999991962686,13.359999982640147,13.150000013411045,13.500000000931323,13.21000000461936,13.474999985191971,13.33000001613982,13.24999998905696,13.275000004796311,13.500000000931323,13.334999996004626,13.204999995650724,13.384999998379499,13.390000007348135,13.225000002421439,13.405000005150214]",69.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1958,html-keyboard-response,1958,1550299,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,html-keyboard-response,1959,1550701,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-3.63,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,html-keyboard-response,1960,1550953,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-0.64,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,RDK,1961,1551584,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-1.64,630.4700000036974,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0.2500159856932937,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.222553191379586,"[8.025000017369166,13.269999995827675,13.244999980088323,13.475000014295802,13.13000000664033,13.37000000057742,13.464999996358529,13.275000004796311,13.24999998905696,13.435000000754371,13.444999989587814,13.17000002018176,13.474999985191971,13.145000004442409,13.395000016316772,13.374999980442226,13.405000005150214,13.314999989233911,13.315000018337741,13.399999996181577,13.225000002421439,13.420000002952293,13.439999980619177,13.070000015432015,13.399999996181577,13.464999996358529,13.340000004973263,13.269999995827675,13.32999998703599,13.33000001613982,17.369999986840412,9.330000000772998,16.405000002123415,10.240000003250316,13.349999993806705,13.295000011567026,13.420000002952293,13.254999998025596,13.319999998202547,13.514999998733401,13.109999999869615,13.41000001411885,13.479999994160607,13.344999984838068,13.185000017983839,13.444999989587814,13.314999989233911]",47.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1962,html-keyboard-response,1962,1552138,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,html-keyboard-response,1963,1552747,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-3.64,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,html-keyboard-response,1964,1553005,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-0.65,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,RDK,1965,1553673,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-1.65,666.0099999862723,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0.17261279046092465,0.07740319523236903",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.234400000073949,"[8.319999993545935,13.325000007171184,13.279999984661117,13.380000018514693,13.244999980088323,13.535000005504116,13.29000000259839,13.180000009015203,13.294999982463196,13.455000007525086,13.355000002775341,13.280000013764948,13.344999984838068,13.215000013587996,13.389999978244305,13.400000025285408,13.32999998703599,13.269999995827675,13.425000011920929,13.319999998202547,13.284999993629754,13.414999993983656,13.334999996004626,13.269999995827675,13.405000005150214,13.345000013941899,13.399999996181577,13.264999986859038,13.380000018514693,13.314999989233911,16.3450000109151,10.334999999031425,13.229999982286245,13.420000002952293,13.395000016316772,13.264999986859038,13.269999995827675,13.420000002952293,13.260000006994233,13.745000003837049,13.054999988526106,13.29000000259839,13.240000000223517,13.390000007348135,13.319999998202547,13.325000007171184,13.259999977890402,13.345000013941899,13.384999998379499,13.375000009546056]",50.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1966,html-keyboard-response,1966,1554226,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,html-keyboard-response,1967,1554727,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-3.65,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,html-keyboard-response,1968,1554978,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-0.66,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,RDK,1969,1555455,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-1.66,476.009999983944,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"-90,90","0.17261279046092465,0.2500159856932937",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.254285714356227,"[10.67499999771826,13.180000009015203,13.29000000259839,13.375000009546056,13.159999973140657,13.365000020712614,13.384999998379499,13.294999982463196,13.305000000400469,13.500000000931323,13.195000006817281,13.479999994160607,13.195000006817281,13.535000005504116,13.145000004442409,13.439999980619177,13.335000025108457,13.264999986859038,13.41000001411885,13.294999982463196,13.295000011567026,13.424999982817098,13.325000007171184,13.284999993629754,13.310000009369105,13.485000003129244,13.199999986682087,13.350000022910535,13.40999998501502,13.219999993452802,13.41000001411885,13.294999982463196,13.355000002775341,13.380000018514693,13.32999998703599]",35.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
1970,html-keyboard-response,1970,1556008,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,html-keyboard-response,1971,1556611,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-3.66,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,html-keyboard-response,1972,1556868,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-0.67,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,RDK,1973,1558088,0.0-19.0-0.0-14.0-1.0-0.0-0.0-1.0-1.67,1211.0699999902865,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0,0.07740319523236903",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,13.248846153946145,"[5.414999992353842,13.505000009899959,13.164999982109293,13.420000002952293,13.445000018691644,13.16999999107793,13.245000009192154,13.399999996181577,13.394999987212941,13.325000007171184,13.245000009192154,13.565000001108274,13.099999981932342,13.464999996358529,13.280000013764948,13.57000001007691,14.199999975971878,12.340000015683472,13.164999982109293,13.895000010961667,12.795000016922131,13.119999988703057,13.375000009546056,13.40999998501502,13.234999991254881,13.390000007348135,13.29000000259839,13.295000011567026,13.439999980619177,13.280000013764948,13.379999989410862,13.345000013941899,13.260000006994233,13.419999973848462,15.964999998686835,10.740000026999041,13.284999993629754,13.439999980619177,13.150000013411045,13.555000012274832,13.259999977890402,13.355000002775341,13.355000002775341,13.195000006817281,13.464999996358529,13.29000000259839,13.240000000223517,13.424999982817098,13.350000022910535,13.294999982463196,13.360000011743978,13.32999998703599,13.355000002775341,13.33000001613982,13.364999991608784,13.310000009369105,13.379999989410862,13.32999998703599,13.305000000400469,13.305000000400469,13.41000001411885,13.355000002775341,13.254999998025596,13.360000011743978,13.504999980796129,13.340000004973263,13.260000006994233,13.294999982463196,13.285000022733584,13.379999989410862,13.37000000057742,13.284999993629754,13.414999993983656,13.380000018514693,13.219999993452802,13.40999998501502,13.305000000400469,13.270000024931505,13.389999978244305,13.425000011920929,16.419999999925494,10.160000005271286,13.399999996181577,13.40999998501502,13.240000000223517,13.310000009369105,13.275000004796311,13.349999993806705,13.37000000057742,13.364999991608784,13.350000022910535]",91.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
